collecTime;ORIGEN;idSite;id;Device;description;formattedValue;rawValue;nombre;rounded_collecTime
2024-07-29 09:35:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.01 Hz;50.01;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:35:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.251 A;0.251;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:35:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.3 A;-2.3;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:35:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.02 Hz;50.02;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:35:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);223.1 V;223.1;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;27.0 %;27.0;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.0 Hz;50.0;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.25 A;-2.25;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);221.6 V;221.6;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.0 Hz;50.0;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.257 A;0.257;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:40:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;222.2 V;222.2;Casa Melipilla;2024-07-29 09:30:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.06 Hz;50.06;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;27.0 %;27.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.39 A;-2.39;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.264 A;0.264;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;222.7 V;222.7;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:45:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);222.0 V;222.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.08 Hz;50.08;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);222.6 V;222.6;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.66 A;-2.66;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;223.0 V;223.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.257 A;0.257;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.08 Hz;50.08;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;27.0 %;27.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:50:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.03 Hz;50.03;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.265 A;0.265;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;223.0 V;223.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.0 Hz;50.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);222.5 V;222.5;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;27.0 %;27.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 09:55:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.4699999999999998 A;-2.4699999999999998;Casa Melipilla;2024-07-29 09:45:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.07 Hz;50.07;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.26 A;0.26;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;222.7 V;222.7;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.6 A;-2.6;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.06 Hz;50.06;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);222.1 V;222.1;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:00:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.264 A;0.264;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.1 Hz;50.1;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;214.4 V;214.4;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);214.0 V;214.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-8.32 A;-8.32;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.08 Hz;50.08;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:05:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.262 A;0.262;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;222.8 V;222.8;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:10:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.02 Hz;50.02;Casa Melipilla;2024-07-29 10:00:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);221.5 V;221.5;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.266 A;0.266;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;222.1 V;222.1;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.02 Hz;50.02;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:15:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.36 A;-2.36;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.27 A;-2.27;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;49.99 Hz;49.99;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.03 Hz;50.03;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.267 A;0.267;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);220.8 V;220.8;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:20:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;221.4 V;221.4;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);215.6 V;215.6;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-5.84 A;-5.84;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;49.97 Hz;49.97;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;216.1 V;216.1;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;49.97 Hz;49.97;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.251 A;0.251;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:25:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:15:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.03 Hz;50.03;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.258 A;0.258;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;221.1 V;221.1;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);220.5 V;220.5;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:30:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.6 A;-2.6;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;221.2 V;221.2;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;49.97 Hz;49.97;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.23 A;-2.23;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);220.3 V;220.3;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;49.98 Hz;49.98;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:35:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.264 A;0.264;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);220.6 V;220.6;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.15 A;-2.15;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.02 Hz;50.02;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.254 A;0.254;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;221.2 V;221.2;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:40:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:30:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;26.0 %;26.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;220.7 V;220.7;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.09 Hz;50.09;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-2.14 A;-2.14;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);220.1 V;220.1;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);0.258 A;0.258;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:45:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.07 Hz;50.07;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:50:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:50:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:50:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:45:00
2024-07-29 10:50:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 10:45:00
