collecTime;ORIGEN;idSite;id;Device;description;formattedValue;rawValue;nombre;rounded_collecTime
2024-07-29 16:30:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);222.6 V;222.6;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);-0.32 A;-0.32;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.02 Hz;50.02;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;2606.0 W;2606.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);2.508 A;2.508;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;222.8 V;222.8;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;8.05 A;8.05;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;396.1 V;396.1;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:35:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;66.0 %;66.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;68.0 %;68.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.0 Hz;50.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;2613.0 W;2613.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);219.0 V;219.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;8.09 A;8.09;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;396.1 V;396.1;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;219.7 V;219.7;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);2.584 A;2.584;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.0 Hz;50.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);0.31 A;0.31;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:40:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 16:30:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;8.0 A;8.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;220.1 V;220.1;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);2.585 A;2.585;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;70.0 %;70.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;390.1 V;390.1;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);219.5 V;219.5;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);0.29 A;0.29;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.02 Hz;50.02;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:45:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;2530.0000000000005 W;2530.0000000000005;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;72.0 %;72.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);2.503 A;2.503;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;396.1 V;396.1;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;49.96 Hz;49.96;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;7.77 A;7.77;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;219.9 V;219.9;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;49.93 Hz;49.93;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;2524.0 W;2524.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);219.3 V;219.3;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:50:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);0.29 A;0.29;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;396.1 V;396.1;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;7.54 A;7.54;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;219.1 V;219.1;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;2427.0 W;2427.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);2.443 A;2.443;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;74.0 %;74.0;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);218.8 V;218.8;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);0.32 A;0.32;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 16:55:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 16:45:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;7.6 A;7.6;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;2494.0 W;2494.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;75.0 %;75.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);219.0 V;219.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.11 Hz;50.11;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.11 Hz;50.11;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;393.1 V;393.1;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;219.0 V;219.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);0.2 A;0.2;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:00:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);2.177 A;2.177;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;7.4 A;7.4;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;219.5 V;219.5;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);2.344 A;2.344;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.02 Hz;50.02;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;399.1 V;399.1;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;77.0 %;77.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.02 Hz;50.02;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);0.21 A;0.21;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);219.1 V;219.1;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:05:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;2418.0 W;2418.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;224.8 V;224.8;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);3.5629999999999997 A;3.5629999999999997;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.07 Hz;50.07;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;393.1 V;393.1;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;2039.0000000000002 W;2039.0000000000002;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;7.29 A;7.29;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);224.6 V;224.6;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);1.37 A;1.37;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:10:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;80.0 %;80.0;Casa Melipilla;2024-07-29 17:00:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);236.1 V;236.1;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);9.86 A;9.86;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;49.99 Hz;49.99;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);11.775 A;11.775;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;85.0 %;85.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;49.99 Hz;49.99;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;395.9 V;395.9;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;7.25 A;7.25;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:15:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;237.5 V;237.5;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;401.9 V;401.9;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;49.93 Hz;49.93;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);9.29 A;9.29;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);235.3 V;235.3;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;90.0 %;90.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;236.7 V;236.7;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;6.8100000000000005 A;6.8100000000000005;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;49.97 Hz;49.97;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:20:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);11.269 A;11.269;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.0 Hz;50.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);235.3 V;235.3;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);9.15 A;9.15;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;95.0 %;95.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.01 Hz;50.01;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;398.9 V;398.9;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;6.86 A;6.86;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;236.6 V;236.6;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:25:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);11.265 A;11.265;Casa Melipilla;2024-07-29 17:15:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;398.9 V;398.9;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;6.72 A;6.72;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.0 Hz;50.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);11.117 A;11.117;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;234.8 V;234.8;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);8.98 A;8.98;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);233.8 V;233.8;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;49.99 Hz;49.99;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;100.0 %;100.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:30:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);234.6 V;234.6;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);8.93 A;8.93;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.08 Hz;50.08;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.08 Hz;50.08;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;6.68 A;6.68;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;235.5 V;235.5;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;100.0 %;100.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;398.9 V;398.9;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:35:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);11.018 A;11.018;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);8.52 A;8.52;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;100.0 %;100.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;meter_u;Meter-1;Phase A voltage (AC output);234.3 V;234.3;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;grid_frequency;Meter-1;Grid frequency;50.06 Hz;50.06;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;pv2_i;Inversor;PV2 input current;0.0 A;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;401.7 V;401.7;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;elec_freq;Inversor;Grid frequency;50.04 Hz;50.04;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;a_i;Inversor;Phase A current of grid (IA);10.671 A;10.671;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;235.2 V;235.2;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;pv2_u;Inversor;PV2 input voltage;0.0 V;0.0;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:40:00;Fusión solar;NE=33781459;pv1_i;Inversor;PV1 input current;6.41 A;6.41;Casa Melipilla;2024-07-29 17:30:00
2024-07-29 17:45:00;Fusión solar;NE=33781459;ab_u;Inversor;A-B line voltage of grid;235.4 V;235.4;Casa Melipilla;2024-07-29 17:45:00
2024-07-29 17:45:00;Fusión solar;NE=33781459;ch_discharge_power;Battery-1;Charge/Discharge power;0.0 W;0.0;Casa Melipilla;2024-07-29 17:45:00
2024-07-29 17:45:00;Fusión solar;NE=33781459;battery_soc;Battery-1;Battery SOC;100.0 %;100.0;Casa Melipilla;2024-07-29 17:45:00
2024-07-29 17:45:00;Fusión solar;NE=33781459;meter_i;Meter-1;Phase A current of grid (IA);8.13 A;8.13;Casa Melipilla;2024-07-29 17:45:00
2024-07-29 17:45:00;Fusión solar;NE=33781459;pv1_u;Inversor;PV1 input voltage;399.0 V;399.0;Casa Melipilla;2024-07-29 17:45:00
